product name,color,description,url,time,price,currency,size,region,category
Palazzo High Heel Booties,gold,These high heeled booties are a timeless day-to-dark style.,https://www.versace.com/us/en-us/women/shoes/boots-booties/palazzo-high-heel-booties-d41o/DSR046N-DVT2P_D41O.html?cgid=131300,2020-04-05 19:43:09.069774,"$1,250",USD,"35,35.5",us,"women,shoes,boots-booties"
Medusa Western Mules,black,"Crafted in supple calf leather, these pointed toe, mid-heel mules feature a reinforced, gold-tone pointed toe enriched with a Medusa stud. T",https://www.versace.com/us/en-us/women/shoes/flats/medusa-western-mules-d41oh/DST198I-DVTA3_D41OH.html?cgid=131200,2020-04-05 19:43:09.094076,"$1,625",USD,"37,38,39",us,"women,shoes,flats"
Virtus Small Handbag,"brown,black,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/shoulder-bags/virtus-small-handbag-k2ktp/DBFH211-D5VIT_DTU_UNICA_K2KTP__.html?cgid=142200,2020-04-05 19:43:09.223804,"$1,425",USD,one-size,us,"women,bags,shoulder-bags"
Graphic Neckline Mini Dress,black,"Crafted from viscose cady, this tailored dress was seen on the Spring-Summer 2020 runway. The graphic neckline in inspired by the House's ri",https://www.versace.com/us/en-us/women/clothing/dresses/graphic-neckline-mini-dress-a1008/A86558-A213159_A1008.html?cgid=120100,2020-04-05 19:43:09.344447,"$1,925",USD,"38,40,42",us,"women,clothing,dresses"
Medusa Western Belt,black,"Inspired by the American West, this supple calf leather belt is enriched with hardware depicting heritage hardware.",https://www.versace.com/us/en-us/women/accessories/belts/medusa-western-belt-k41ot/DCDH347-DV6T_K41OT.html?cgid=141200,2020-04-05 19:43:09.360325,"$2,475",USD,"75,90",us,"women,accessories,belts"
Virtus Shoulder Bag,"red,brown,white,black,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/shoulder-bags/virtus-shoulder-bag-dzrtp/DBFG985-D5VIT_DTU_UNICA_DZRTP__.html?cgid=142200,2020-04-05 19:43:09.465784,"$1,895",USD,one-size,us,"women,bags,shoulder-bags"
Virtus Cross-Body Bag,brown,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/shoulder-bags/virtus-cross-body-bag-k2ktp/DBFG983-D5VIT_DTU_UNICA_K2KTP__.html?cgid=142200,2020-04-05 19:43:09.482453,"$1,850",USD,one-size,us,"women,bags,shoulder-bags"
Barocco Rodeo Print Mini Dress,print,"The design features a central Baroque letter V surrounded by western motifs, buckles, stars and gold tone Barocco elements.",https://www.versace.com/us/en-us/women/clothing/dresses/barocco-rodeo-print-mini-dress-a7008/A85337-A233265_A7008.html?cgid=120100,2020-04-05 19:43:09.507745,"$2,450",USD,"38,40,42",us,"women,clothing,dresses"
Oval Medusa Belt,black,This supple leather belt features an oval Medusa buckle. The belt is enriched with a metal loop to add a finishing touch with one of the sea,https://www.versace.com/us/en-us/women/accessories/belts/oval-medusa-belt-k41ot/DCDH348-DV3T_K41OT.html?cgid=141200,2020-04-05 19:43:09.563172,$525,USD,"65,70,75,80,85,90,95,100",us,"women,accessories,belts"
Squalo Knit Sneakers,print,"The new iteration of the shark-inspired sneakers, the Squalo knit feature emblematic outsole silhouette and hidden Medusa detail. The sneake",https://www.versace.com/us/en-us/women/shoes/sneakers/squalo-knit-sneakers-dwnf/DST226G-DCL4_DWNF.html?cgid=131500,2020-04-05 19:43:09.639748,$995,USD,"35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41",us,"women,shoes,sneakers"
V Barocco Print Belt Bag,print,"A statement style, this belt bag boasts the V Barocco print. The bag features front zip closure enriched with a Medusa medallion zip pull.",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/v-barocco-print-belt-bag-dnmot/DV3G474-D4NSB_DTU_UNICA_DNMOT__.html?cgid=142600,2020-04-05 19:43:09.655207,$725,USD,one-size,us,"women,bags,backpacks-belt-bags"
Squalo Knit Sneakers,print,"The new iteration of the shark-inspired sneakers, the Squalo knit feature emblematic outsole silhouette and hidden Medusa detail. The sneake",https://www.versace.com/us/en-us/women/shoes/squalo-sneakers/squalo-knit-sneakers-dwnf/DST226G-DCL4_DWNF.html?cgid=131800,2020-04-05 19:43:09.672847,$995,USD,"35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41",us,"women,shoes,squalo-sneakers"
Barocco Rodeo Print Palazzo Backpack,print,This backpack from the Palazzo line is embellished with a three-dimensional Medusa plaque on the external pouch and boasts the all-over Baro,https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/barocco-rodeo-print-palazzo-backpack-dnm1t/DBFF360-D2NSC_DTU_UNICA_DNM1T__.html?cgid=142600,2020-04-05 19:43:09.808007,"$1,150",USD,one-size,us,"women,bags,backpacks-belt-bags"
Virtus Belt Bag,"red,white,black","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/virtus-belt-bag-k0aot/DV3G984-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142600,2020-04-05 19:43:09.821556,"$1,175",USD,one-size,us,"women,bags,backpacks-belt-bags"
Safety Pin Leather Hat,black,Leather hat featuring the distinctive Versace design icon - the Safety Pin on the front side.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/safety-pin-leather-hat-i008/ICAP009-IP00088_I008.html?cgid=141400,2020-04-05 19:43:09.836777,$695,USD,"S,M,L,XL",us,"women,accessories,hats-gloves"
Studded Medusa Cap,Black/Gold,"An emblematic accessory, this cap is enriched with a studded Medusa motif.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/studded-medusa-cap-a4007/ICAP004-A234769_A4007.html?cgid=141400,2020-04-05 19:43:09.861816,$525,USD,"S,M,L",us,"women,accessories,hats-gloves"
Icon Western Clutch Bag,"black,red+gold","The elegant Icon clutch bag is revisited in a Western tone. The supple calf leather bag is enriched with all-over studwork, star and horsesh",https://www.versace.com/us/en-us/women/bags/icon-bag/icon-western-clutch-bag-khrot/DBSG322-D6VBC_DTU_UNICA_KHROT__.html?cgid=142700,2020-04-05 19:43:09.878765,"$1,925",USD,one-size,us,"women,bags,icon-bag"
Icon Pouch,pink,"Soft calf leather pouch embellished by gold tone Medusa hardware. Features top zip closure, multiple internal compartments and a removable w",https://www.versace.com/us/en-us/women/bags/icon-bag/icon-pouch-d6sot/DP8F786G-D3VIT_DTU_UNICA_D6SOT__.html?cgid=142700,2020-04-05 19:43:09.912323,$975,USD,one-size,us,"women,bags,icon-bag"
Quilted Icon Evening Bag,black,"Crafted in supple nappa leather, this quilted bag is embellished by a Medusa medallion. Features magnetic flap over closure, an internal poc",https://www.versace.com/us/en-us/women/bags/icon-bag/quilted-icon-evening-bag-k41ot/DBFG966-DNATR2_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.029070,$875,USD,one-size,us,"women,bags,icon-bag"
Medium Icon Shoulder Bag,black,"The iconic Versace bag, a timeless style crafted in exceptional quality leather. Featuring a flap-over closure with round Medusa medallio",https://www.versace.com/us/en-us/women/bags/icon-bag/medium-icon-shoulder-bag-k41ot/DBFG303-DV2T_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.117875,"$1,995",USD,one-size,us,"women,bags,icon-bag"
Medium Barocco Icon Shoulder Bag,print,"The iconic Versace bag, a timeless style crafted in supple leather with the classic Versace Baroque print from the FW 1991 collection. A pur",https://www.versace.com/us/en-us/women/bags/icon-bag/medium-barocco-icon-shoulder-bag-k4mct/DBFG303-DV1BAR_DTU_UNICA_K4MCT__.html?cgid=142700,2020-04-05 19:43:10.162572,"$2,325",USD,one-size,us,"women,bags,icon-bag"
Large Quilted Icon Shoulder Bag,white,Finely quilted leather characterizes this Icon shoulder style that takes you from day to night seamlessly. An accessory that gives the true,https://www.versace.com/us/en-us/women/bags/icon-bag/large-quilted-icon-shoulder-bag-k06ot/DBFG477-DNATR2_DTU_UNICA_K06OT__.html?cgid=142700,2020-04-05 19:43:10.178532,"$2,425",USD,one-size,us,"women,bags,icon-bag"
Small Icon Shoulder Bag,black,"The iconic Versace bag, a timeless style crafted in supple leather bag crafted in exceptional quality leather. Featuring a flap-over closure",https://www.versace.com/us/en-us/women/bags/icon-bag/small-icon-shoulder-bag-k41ot/DBFG305-DV2T_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.192719,"$1,825",USD,one-size,us,"women,bags,icon-bag"
Jungle Print Silk Foulard,"print,print","Silk twill foulard in the Jungle print, famously reprised on the Spring-Summer 2020 runway. The new iteration overlays a darker toned tie-dy",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/jungle-print-silk-foulard-a7488/IFO9001-A234780_AS6_UNIC_A7488__.html?cgid=141100,2020-04-05 19:43:10.204489,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Medium Quilted Icon Shoulder Bag,black,"The iconic Versace bag, a timeless style crafted in quilted nappa leather. This shoulder bag crafted in exceptional quality leather features",https://www.versace.com/us/en-us/women/bags/icon-bag/medium-quilted-icon-shoulder-bag-k41ot/DBFG478-DNATR2_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.255284,"$2,295",USD,one-size,us,"women,bags,icon-bag"
Large Icon Handbag,black,"The Icon handbag, a timeless must-have for the woman on the go. The bag to take you from desk to drinks - from uptown to downtown, the Icon",https://www.versace.com/us/en-us/women/bags/icon-bag/large-icon-handbag-k41ot/DBFG311-DV1T_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.296506,"$2,675",USD,one-size,us,"women,bags,icon-bag"
Barocco Rodeo Print Silk Bandana Necklace,print,"Crafted from fine silk, this bandana necklace boasts the Barocco Rodeo print. This elegant accessory features a gold-tone closure, enriched",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/barocco-rodeo-print-silk-bandana-necklace-a7010/ICO4501-A233517_AS6_UNIC_A7010__.html?cgid=141100,2020-04-05 19:43:10.346662,$295,USD,one-size,us,"women,accessories,foulards-scarves"
Jungle Animalier Silk Foulard,"print,Orange/Champagne","Fine silk foulard in the Jungle Animalier print. An exploration of the Jungle theme, the palm motif is complemented with contrasting animali",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/jungle-animalier-silk-foulard-a7900/IFO9001-A234777_AS6_UNIC_A7900__.html?cgid=141100,2020-04-05 19:43:10.391971,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Jungle Animalier Silk Foulard,"print,Orange/Champagne","Fine silk foulard in the Jungle Animalier print. An exploration of the Jungle theme, the palm motif is complemented with contrasting animali",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/jungle-animalier-silk-foulard-a7200/IFO9001-A234777_AS6_UNIC_A7200__.html?cgid=141100,2020-04-05 19:43:10.407983,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Quilted Icon Small Handbag,black,"The Versace Icon bag, a timeless style crafted in quilted nappa leather. A dual-carry bag featuring a flap-over closure with round Medusa me",https://www.versace.com/us/en-us/women/bags/icon-bag/quilted-icon-small-handbag-k41ot/DBFG867-DNATR2_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:10.420035,"$2,225",USD,one-size,us,"women,bags,icon-bag"
Barocco Rodeo Print Silk Foulard,"print,print","Add the perfect touch to your look. Crafted from the finest silk, this foulard boasts the Barocco Rodeo print - the intrinsic design feature",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/barocco-rodeo-print-silk-foulard-a7010/IFO9001-A233515_AS6_UNIC_A7010__.html?cgid=141100,2020-04-05 19:43:10.433007,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Barocco Rodeo Print Silk Foulard,"print,print","Add the perfect touch to your look. Crafted from the finest silk, this foulard boasts the Barocco Rodeo print - the intrinsic design feature",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/barocco-rodeo-print-silk-foulard-a7041/IFO9001-A233515_AS6_UNIC_A7041__.html?cgid=141100,2020-04-05 19:43:10.450865,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Jungle Barocco Print Silk Foulard,"print,print","Crafted from pure silk, this chic foulard boasts the Jungle Barocco print. Combining iconic house codes, the Jungle motif is surrounded by t",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/jungle-barocco-print-silk-foulard-a7010/IFO9001-A234783_AS6_UNIC_A7010__.html?cgid=141100,2020-04-05 19:43:10.580066,$450,USD,one-size,us,"women,accessories,foulards-scarves"
90s Vintage Logo Leather Wallet,red,"Supple calf leather wallet boasting the Versace 90s Vintage logo. Features flap over button closure, an internal cash compartment, top zip c",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/90s-vintage-logo-leather-wallet-d6tot/DPDG505L-D3VLV_DTU_UNICA_D6TOT__.html?cgid=141300,2020-04-05 19:43:10.603176,$675,USD,one-size,us,"women,accessories,small-leather-goods"
Jungle Barocco Print Silk Foulard,"print,print","Crafted from pure silk, this chic foulard boasts the Jungle Barocco print. Combining iconic house codes, the Jungle motif is surrounded by t",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/jungle-barocco-print-silk-foulard-a7488/IFO9001-A234783_AS6_UNIC_A7488__.html?cgid=141100,2020-04-05 19:43:10.617367,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Icon Pouch,pink,"Soft calf leather pouch embellished by gold tone Medusa hardware. Features top zip closure, multiple internal compartments and a removable w",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/icon-pouch-d6sot/DP8F786G-D3VIT_DTU_UNICA_D6SOT__.html?cgid=141300,2020-04-05 19:43:10.687085,$975,USD,one-size,us,"women,accessories,small-leather-goods"
Horseshoe Charm,gold,"Exploring the Western tropes, this gold-tone charm is shaped as a horseshoe and embellished with emblematic Medusa studs. All Versace Jewelr",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/horseshoe-charm-kot/DGEH417-DJMT_DTU_UNICA_KOT__.html?cgid=141300,2020-04-05 19:43:10.702081,$425,USD,one-size,us,"women,accessories,small-leather-goods"
Greca Bag Strap,red,This strap adds a luxurious detail to your Versace bag. Featuring the embroidered Greca motif.,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/greca-bag-strap-d6b4t/DP3G945-DNASRG_DTU_UNICA_D6B4T__.html?cgid=141300,2020-04-05 19:43:10.745245,$450,USD,one-size,us,"women,accessories,small-leather-goods"
Virtus Leather Pouch,"black,brown","Crafted from supple calf leather, this pouch features top-zip closure and a removable wristlet. The exceptional accessory is enriched with B",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/virtus-leather-pouch-k41ot/DP8G975V-D7VIT_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:10.828256,$550,USD,one-size,us,"women,accessories,small-leather-goods"
Quilted Nappa Leather Pouch,"black,pink",Quilted virgin nappa leather pouch with nappa trims and cotton lining. Features a central Medusa Icon and top zip closing.,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/quilted-nappa-leather-pouch-kpfot/DP8G506-DNATR2_DTU_UNICA_KPFOT__.html?cgid=141300,2020-04-05 19:43:10.864610,$550,USD,one-size,us,"women,accessories,small-leather-goods"
Virtus Leather Pouch,"black,brown","Crafted from supple calf leather, this pouch features top-zip closure and a removable wristlet. The exceptional accessory is enriched with B",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/virtus-leather-pouch-k2kot/DP8G975V-D7VIT_DTU_UNICA_K2KOT__.html?cgid=141300,2020-04-05 19:43:10.879247,$550,USD,one-size,us,"women,accessories,small-leather-goods"
Barocco Rodeo Print Leather Pouch,print,"Supple calf leather pouch in the Barocco Rodeo print that features a central Baroque letter ""V"" surrounded by western motifs, buckles, stars",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/barocco-rodeo-print-leather-pouch-dnm1t/DP8F785G-D5VSC_DTU_UNICA_DNM1T__.html?cgid=141300,2020-04-05 19:43:10.894531,"$1,125",USD,one-size,us,"women,accessories,small-leather-goods"
90s Vintage Logo Bag Strap,print,Revamp your favorite bag with a Versace 90s Vintage logo motif removable shoulder strap.,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/90s-vintage-logo-bag-strap-dmcot/DP3G945-DNASVS_DTU_UNICA_DMCOT__.html?cgid=141300,2020-04-05 19:43:10.908477,$595,USD,one-size,us,"women,accessories,small-leather-goods"
Quilted Leather Top Zip Wallet,"black,pink",This zip around wallet is made from the most exceptional quality quilted Nappa leather and features a Medusa plaque.,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/quilted-leather-top-zip-wallet-kpfot/DPDG326-DNATR2_DTU_UNICA_KPFOT__.html?cgid=141300,2020-04-05 19:43:10.925968,$650,USD,one-size,us,"women,accessories,small-leather-goods"
Medusa Quilted Nappa Leather Pouch,black,Pouch crafted in quilted nappa leather. Embellished by a frontal Medusa plaque. Features top zip closure. With a removable wristlet and shou,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/medusa-quilted-nappa-leather-pouch-k41ot/DP8F785G-DNATR2_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:10.939458,"$1,150",USD,one-size,us,"women,accessories,small-leather-goods"
Quilted Nappa Leather Medusa Pouch,black,"Quilted nappa leather pouch with a Medusa plaque, detachable wristlet and top zip closure.",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/quilted-nappa-leather-medusa-pouch-k41ot/DP8F786G-DNATR2_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:10.964967,"$1,095",USD,one-size,us,"women,accessories,small-leather-goods"
Quilted Nappa Leather Pouch,"black,pink",Quilted virgin nappa leather pouch with nappa trims and cotton lining. Features a central Medusa Icon and top zip closing.,https://www.versace.com/us/en-us/women/accessories/small-leather-goods/quilted-nappa-leather-pouch-k41ot/DP8G506-DNATR2_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:11.070803,$550,USD,one-size,us,"women,accessories,small-leather-goods"
Small Medusa Flap Over Wallet,black,"Supple calf leather wallet with front flap closure, internal card compartments and an external coin pocket. Enriched with a central Medusa.",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/small-medusa-flap-over-wallet-k41ot/DPDG703-D3VIT_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:11.114353,$475,USD,one-size,us,"women,accessories,small-leather-goods"
Large Medusa Flap Over Wallet,black,"Supple calf leather wallet with front flap closure, internal card compartments and an external coin pocket. Enriched with a central Medusa.",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/large-medusa-flap-over-wallet-k41ot/DPDG704-D3VIT_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:11.131190,$550,USD,one-size,us,"women,accessories,small-leather-goods"
Baroque FW'91 Tribute Silk Foulard,"Print,print","Baroque FW'91 print silk foulard from the Tribute collection celebrating the life and works of Gianni Versace, features a ""VERSA",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/baroque-fw91-tribute-silk-foulard-i7047/IFO9001-IT02283_AS6_UNIC_I7047__.html?cgid=141100,2020-04-05 19:43:11.146312,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Baroque FW'91 Tribute Silk Foulard,"Print,print","Baroque FW'91 print silk foulard from the Tribute collection celebrating the life and works of Gianni Versace, features a ""VERSA",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/baroque-fw91-tribute-silk-foulard-i7900/IFO9001-IT02283_AS6_UNIC_I7900__.html?cgid=141100,2020-04-05 19:43:11.179622,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Wild Barocco Print Silk Foulard,gold,"Foulard in the Wild Barocco print, that mixes the classic Barocco print with the animalier leopard print. Crafted in the finest silk, a chic",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/wild-barocco-print-silk-foulard-i7527/IFO9001-IT02282_AS6_UNIC_I7527__.html?cgid=141100,2020-04-05 19:43:11.194140,$395,USD,one-size,us,"women,accessories,foulards-scarves"
Contrast Barocco Print Silk Foulard,gold,"Square silk foulard in the feminine Contrast Barocco print. A delicate take on an iconic piece, an unmissable accessory.",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/contrast-barocco-print-silk-foulard-i7530/IFO9001-IT02284_AS6_UNIC_I7530__.html?cgid=141100,2020-04-05 19:43:11.215010,$475,USD,one-size,us,"women,accessories,foulards-scarves"
Desert Nights Print Silk Foulard,print,"Crafted from the finest silk, this foulard boasts the Desert Nights - a heritage print from the Spring-Summer 2002 runway, Palm Springs prin",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/desert-nights-print-silk-foulard-a7000/IFO9001-A233519_AS6_UNIC_A7000__.html?cgid=141100,2020-04-05 19:43:11.285881,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Medusa Continental Wallet,"black,orange","Continental wallet crafted out of supple calf leather. Embellished by a central round Medusa. Features flap over magnetic closure, multiple",https://www.versace.com/us/en-us/women/accessories/small-leather-goods/medusa-continental-wallet-k41ot/DPDG505-D3VIT_DTU_UNICA_K41OT__.html?cgid=141300,2020-04-05 19:43:11.300446,$675,USD,one-size,us,"women,accessories,small-leather-goods"
Barocco Rodeo Print Scarf,print,"Silk-blend scarf boasting the Barocco Rodeo print: featuring a central Baroque letter ""V"" surrounded by western motifs, buckles, stars and",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/barocco-rodeo-print-scarf-a7902/IFO1401-A233526_AS6_UNIC_A7902__.html?cgid=141100,2020-04-05 19:43:11.347173,$850,USD,one-size,us,"women,accessories,foulards-scarves"
GV Signature Pattern Scarf,Black/Gold,"Crafted from a soft wool blend, this contrast color scarf boasts the GV Signature print.",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/gv-signature-pattern-scarf-a4007/ISC3003-A233572_I01_UNIC_A4007__.html?cgid=141100,2020-04-05 19:43:11.432936,$450,USD,one-size,us,"women,accessories,foulards-scarves"
GV Signature Print Scarf,black,A distinctive accessory to complete your look. This silk-blend scarf boasts an all-over GV Signature print.,https://www.versace.com/us/en-us/women/accessories/foulards-scarves/gv-signature-print-scarf-a7025/IFO1401-A233156_AS6_UNIC_A7025__.html?cgid=141100,2020-04-05 19:43:11.446189,$375,USD,one-size,us,"women,accessories,foulards-scarves"
GV Signature Print Silk Bandana Necklace,print,"Crafted from fine silk, this bandana necklace boasts the GV Signature print. This elegant accessory features a gold-tone closure, enriched",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/gv-signature-print-silk-bandana-necklace-a7008/ICO4501-A233534_AS6_UNIC_A7008__.html?cgid=141100,2020-04-05 19:43:11.458245,$295,USD,one-size,us,"women,accessories,foulards-scarves"
GV Signature Pattern Wool Scarf,black+white,"Crafted from exceptional quality wool, this soft scarf boasts the GV Signature pattern in contrast color tones.",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/gv-signature-pattern-wool-scarf-a4016/ISC3003-A233464_I01_UNIC_A4016__.html?cgid=141100,2020-04-05 19:43:11.484319,$425,USD,one-size,us,"women,accessories,foulards-scarves"
Small Icon Handbag,black,This flap closure Icon bag takes you from day to night seamlessly and gives any look a true Versace edge. It is made from the most except,https://www.versace.com/us/en-us/women/bags/icon-bag/small-icon-handbag-k41ot/DBFG313-DV1T_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:11.530818,"$1,975",USD,one-size,us,"women,bags,icon-bag"
V-Barocco Print Silk Foulard,"print,Orange/Print","Crafted in pure silk twill, this elegant foulard boasts the V-Barocco print enriched with gold Medusa, Baroque leaf and V elements - the sam",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/v-barocco-print-silk-foulard-a7202/IFO9001-A233525_AS6_UNIC_A7202__.html?cgid=141100,2020-04-05 19:43:11.546487,$450,USD,one-size,us,"women,accessories,foulards-scarves"
V-Barocco Print Silk Foulard,"print,Orange/Print","Crafted in pure silk twill, this elegant foulard boasts the V-Barocco print enriched with gold Medusa, Baroque leaf and V elements - the sam",https://www.versace.com/us/en-us/women/accessories/foulards-scarves/v-barocco-print-silk-foulard-a7902/IFO9001-A233525_AS6_UNIC_A7902__.html?cgid=141100,2020-04-05 19:43:11.600407,$450,USD,one-size,us,"women,accessories,foulards-scarves"
Red Mini Icon Python Shoulder Bag,red,"Crafted in luxurous python, the iconic Versace bag, is a timeless style. The shoulder bag has been revisited in a new, mini size, featuring",https://www.versace.com/us/en-us/women/bags/icon-bag/red-mini-icon-python-shoulder-bag-d6tot/DP3H581-D18PIV_DTU_UNICA_D6TOT__.html?cgid=142700,2020-04-05 19:43:11.680954,"$1,075",USD,one-size,us,"women,bags,icon-bag"
Icon Western Evening Bag,black,The feminine Icon evening bag is revisited in a Western tone. The supple calf leather bag is enriched with all-over studwork and star hardwa,https://www.versace.com/us/en-us/women/bags/icon-bag/icon-western-evening-bag-k41ot/DP8H339-D3VBS_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:11.712672,"$1,350",USD,one-size,us,"women,bags,icon-bag"
Embroidered Scents Motif Icon Handbag,black,This Icon handbag takes you from day to night seamlessly and give any look a true Versace edge. It is made from the most exceptional quality,https://www.versace.com/us/en-us/women/bags/icon-bag/embroidered-scents-motif-icon-handbag-k41ot/DBFG320-DVR2P_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:11.724810,"$2,675",USD,one-size,us,"women,bags,icon-bag"
Trésor de la Mer Tribute Sunglasses,ONUL,"Timeless sunglasses with an iconic Versace edge, featuring a thick acetate frame and Tribute gold Medusa icons. Gianni and Donatella's south",https://www.versace.com/us/en-us/women/accessories/sunglasses/tresor-de-la-mer-tribute-sunglasses-onul/O4353-O528487_RTU_TU_ONUL__.html?cgid=146000,2020-04-05 19:43:11.738959,$295,USD,one-size,us,"women,accessories,sunglasses"
Embroidered Scents Motif Icon Evening Bag,black,"Crafted in supple leather, this evening bag with flap-over closure boasts embroidered Versace Scents motifs. Enriched with gold-tone Medusa",https://www.versace.com/us/en-us/women/bags/icon-bag/embroidered-scents-motif-icon-evening-bag-k41ot/DBSG377-DVR3P_DTU_UNICA_K41OT__.html?cgid=142700,2020-04-05 19:43:11.752535,"$2,195",USD,one-size,us,"women,bags,icon-bag"
Clear Medusina Cat Eye Sunglasses,ONUL,A bold cat eye never goes out of style. These Medusina Cat Eye Sunglasses feature a thick silver frame and a faded lens.,https://www.versace.com/us/en-us/women/accessories/sunglasses/clear-medusina-cat-eye-sunglasses-onul/O4348A-O52706V_RTU_TU_ONUL__.html?cgid=146000,2020-04-05 19:43:11.767252,$270,USD,one-size,us,"women,accessories,sunglasses"
White Round Medusa Crystal Sunglasses,white,"Classic, round sunglasses with a white toned frame and grey lenses. The temples are enriched with a Medusa encircled by crystals.",https://www.versace.com/us/en-us/women/accessories/sunglasses/white-round-medusa-crystal-sunglasses-onul/O4380B-O4018754_RTU_TU_ONUL__.html?cgid=146000,2020-04-05 19:43:11.781529,$295,USD,one-size,us,"women,accessories,sunglasses"
Havana Medusina Cat Eye Sunglasses,brown,A bold cat eye never goes out of style. These Medusina Cat Eye Sunglasses feature a thick Havana frame and a light brown lens.,https://www.versace.com/us/en-us/women/accessories/sunglasses/havana-medusina-cat-eye-sunglasses-onul/O4348A-O52697I_RTU_TU_ONUL__.html?cgid=146000,2020-04-05 19:43:11.814554,$270,USD,one-size,us,"women,accessories,sunglasses"
